title,textDisplay,parentId,authorChannelId,authorDisplayName,likeCount,publishedAt
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],I still prefer the og version but there is definitely nothing wrong with the English versions. The meaning is still the same and unchanged. Both are bops,UgzASpQyT3mx6LJbdWB4AaABAg,UCwfS76bV4gmvTDjlPBlRfBQ,LunAria LoonAtic,86,2021-01-23T01:48:01Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"I understand what you mean. But, this is one of the good english versions of a K-song (besides RED VELVET Psyco, the lyrics of the english ver are AMAZING, sadly it wasn&#39;t recorded), they did a pretty good job singing too, it doesn&#39;t sound fake.<br>Yes, Korean Ver. is better, is the original, but we&#39;re used to that one, that doesn&#39;t mean this isn&#39;t good",UgzASpQyT3mx6LJbdWB4AaABAg,UCSyA-gAiueb8AweC3kvekrw,Génesis González,51,2021-01-23T03:16:46Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"i agree, it does sound a bit stiff but of course this is very much less of an english version and more so a translated version if that makes sense",UgzASpQyT3mx6LJbdWB4AaABAg,UCFKxUHhPNLxJKprLN5KF5ww,clcneedsalightstick,17,2021-01-23T03:36:49Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],I&#39;m a star like Patrick LMAO,UgzASpQyT3mx6LJbdWB4AaABAg,UCo4zOhpSh2H4EQh98cg1AJQ,ToriCake,15,2021-01-23T04:58:52Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"But , YG English songs are diffrent. They have so many relatable lyrics and more slang",UgzASpQyT3mx6LJbdWB4AaABAg,UCfQgYmqnb0_Wjps4ZaOuHEw,forlucky,18,2021-01-23T05:09:08Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"Not Shy and kinda Icy (Ryujin and Yejis line in the chorus sounded really weird) were better off, i could see myself listening to those",UgzASpQyT3mx6LJbdWB4AaABAg,UCQOE4Tw8I39-3BV9mOFFToQ,I don’t know anymore,6,2021-01-23T05:47:49Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@forlucky uh... bitch im a star but no patrick and monalisa kinda lisa? <br><br>Im gonna stick with jyp for this one chief if thats what im getting,UgzASpQyT3mx6LJbdWB4AaABAg,UCQOE4Tw8I39-3BV9mOFFToQ,I don’t know anymore,43,2021-01-23T05:49:22Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],I think instead of making English version songs. They should just make English songs,UgzASpQyT3mx6LJbdWB4AaABAg,UC3yPTnBM_pSx3oPeiznN2BQ,I need Scaratits,32,2021-01-23T05:54:46Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@I need Scaratits true,UgzASpQyT3mx6LJbdWB4AaABAg,UCjgNRkqWZ_t-onDOQcOv9UA,btrysq,2,2021-01-23T06:11:04Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"yeah but like theres not much they can do, it was made with korean originally",UgzASpQyT3mx6LJbdWB4AaABAg,UCKyYMmCl8kdcsyPxmmXlz2g,Ty S,2,2021-01-23T06:17:47Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],I think it probably is pretty difficult for the person writing the English version to try and translate the song with the same meaning into English but have it fit into the same space as the Korean version. Probably why the original version of any song is most likely gonna sound better tbh,UgzASpQyT3mx6LJbdWB4AaABAg,UCRCTwW2LWDR_3dqMKXsv1qg,cherry blossoms,19,2021-01-23T07:27:57Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Nct cant relate.... JeAmIN; i like strawbery jam in middle of donut,UgzASpQyT3mx6LJbdWB4AaABAg,UCgx955K1Ajg35H_KDFGJ-Pw,not me,8,2021-01-23T08:22:39Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],English versions made by fans is far good and less awkward than this one. tbh,UgzASpQyT3mx6LJbdWB4AaABAg,UC8jY4QK11tvSDrMfKGeNgnw,Iamyourfan,9,2021-01-23T08:50:39Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"@Znapaznarf dynamite is an english song not a translation, this is not what a pop song should be for me <br><br>i guarantee you,  such a roughly done song will not be appealing to anyone",UgzASpQyT3mx6LJbdWB4AaABAg,UCu31OnrYb5oBlKdgrd_7LRg,okie d,9,2021-01-23T09:03:59Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"You&#39;re right, but i do think red velvet also makes good english version of their songs though it&#39;s not a lot, but those were bops",UgzASpQyT3mx6LJbdWB4AaABAg,UCBXtwxyDoZ07DYH2Xgl12yA,Stella Bullock,2,2021-01-23T11:32:17Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"@I need Scaratits thay said they eventually will, but this album was made to connect with global fans, not meant for promoting overseas",UgzASpQyT3mx6LJbdWB4AaABAg,UCGlpif5B7eGcfBRuTWpE8Lw,Liviahel,4,2021-01-23T13:32:25Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@I don’t know anymore sorry but that’s your problem if from all the songs all you remember is this,UgzASpQyT3mx6LJbdWB4AaABAg,UCovkPlEDYx1SCpcWeKhwzwA,Gabriela Sajin,2,2021-01-23T14:37:48Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Kpop english song always sound cringe but itzy&#39;s english version is better than the korean one imo lol,UgzASpQyT3mx6LJbdWB4AaABAg,UCJ1Z_qtryBo-eXY6LV56g-A,Erwati Er,2,2021-01-23T16:04:57Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"I think wannabe’s eng version was the worst bc of how clunky and collegiate the lyrics sound, their pronunciation was good but the flow of the song was impeded bc of the overly formal language",UgzASpQyT3mx6LJbdWB4AaABAg,UCfJ_xFnQNPI5XanLUOm2hsg,louise,12,2021-01-23T16:47:15Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Tbh the only English versions of Kpop songs which don&#39;t sound cringe are NCT highway to heaven and WayV&#39;s Love Talk,UgzASpQyT3mx6LJbdWB4AaABAg,UC3D2_EuhXHTVsgFmBqcplpw,Sneha Swati,7,2021-01-23T17:21:53Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Y&#39;all should check out day6,UgzASpQyT3mx6LJbdWB4AaABAg,UCnuNGtdMp0wNS_rlatYGZcA,Sondarya,2,2021-01-23T17:26:52Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@not me I like my donuts with Jam in the middle 😂 Jaemin ain&#39;t eating strawberry jam in this life,UgzASpQyT3mx6LJbdWB4AaABAg,UC3D2_EuhXHTVsgFmBqcplpw,Sneha Swati,6,2021-01-23T17:28:31Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Day6&#39;s english versions are so good and they don&#39;t sound awkward at all,UgzASpQyT3mx6LJbdWB4AaABAg,UCnuNGtdMp0wNS_rlatYGZcA,Sondarya,1,2021-01-23T17:32:12Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Well thats what happens when making an original korean song in to english. But wannabe seems good to me,UgzASpQyT3mx6LJbdWB4AaABAg,UC5y2xzpWBy6seIT2ahR6KRQ,Ily...,0,2021-01-23T17:55:56Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@ToriCake it&#39;s &quot;I am a star but not Patrick&quot; in sponge bob Patrick is kinda dumb so the girl was trying to say that she is a star but not dumb. But still it sounds cringe (don&#39;t get me wrong I am a blink too.),UgzASpQyT3mx6LJbdWB4AaABAg,UCWLmqWBpLkmUKo2lLLbrepQ,mona,7,2021-01-23T18:05:02Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@louise I actually think Not Shy was the worst. Meaning totally changed,UgzASpQyT3mx6LJbdWB4AaABAg,UCwfS76bV4gmvTDjlPBlRfBQ,LunAria LoonAtic,7,2021-01-23T20:40:43Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@Sondarya I love both. Day6 is JYPE’s underrated group sadly tho :(,UgzASpQyT3mx6LJbdWB4AaABAg,UCwfS76bV4gmvTDjlPBlRfBQ,LunAria LoonAtic,2,2021-01-23T20:46:44Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"Tbh, it is only much more noticeable, because we know the original korean version. After all, if you think about it, even original english love songs for example sound cringe af.",UgzASpQyT3mx6LJbdWB4AaABAg,UC0vp8hvBDbLrLgyD5FoaE0w,John B,3,2021-01-24T04:50:57Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"@louise Yes I also think Wannabe&#39;s English version is the worst like I just find the lyrics awkward and out of beat. And tbh I also didn&#39;t liked Not shy but Yuna is the one who impressed me the most. She sounds exactly like the same in korean,no awkward singing. I felt like Lia in Not shy slipped soo many beats, I don&#39;t know if it&#39;s a technique or something but I didn&#39;t liked any of lia&#39;s verses in Not shy and also Yeji&#39;s . Ryujin and Chaeryeong was okay. In wannabe I don&#39;t think anybody sounded best beside Yuna. And I am not really having the lyrics. It&#39;s just I don&#39;t think we can even call them lyrics. They were just plain sentences that we use while we talk to others. Their pronounciations was soo good but the lyrics is a mehhhh and I felt most of them were out of beat.",UgzASpQyT3mx6LJbdWB4AaABAg,UCHKzdBqlVRcaeT30gYpRS8g,Deepa Biju,2,2021-01-24T08:27:16Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Yeah true so far the only really good (not music wise) English translated song I&#39;ve heard would be more&amp;more eng ver,UgzASpQyT3mx6LJbdWB4AaABAg,UC5Fz5uEE9-d-eg8klKK6G0g,Riaz Khan,0,2021-01-24T10:29:28Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],not shy is not awkward for the ears tho!!! their pronunciation there is good check it out,UgzASpQyT3mx6LJbdWB4AaABAg,UCxl1WuI3MSuWi7y8GAV4fTA,heart been broke so many times,2,2021-01-24T11:12:41Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"@heart been broke so many times I don’t think they mean awkward  pronunciation, it’s more like the words that were chosen sometimes have too many/too little syllables so they don’t match, the phrases are awkward, or they just don’t flow well because of pauses in the middle of the word for example.",UgzASpQyT3mx6LJbdWB4AaABAg,UCWYJvdv889CiToVbeiBMDqg,Banana Bear,5,2021-01-24T23:54:14Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@I don’t know anymore You just need to understand the metaphors,UgzASpQyT3mx6LJbdWB4AaABAg,UCQii_bwmFtrqVxgSr94X8Hg,Everything i Need Is On The Ground,0,2021-01-25T06:05:17Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"I think it&#39;s very difficult for them to translate the Korean songs into English Version because their language is kinda more detailed than to english songs, and even in other languages, you can&#39;t just translate the songs because it&#39;s kinda too hard.",UgzASpQyT3mx6LJbdWB4AaABAg,UCgFAXdglA3kMUB_ydI204JQ,Elvin Jay Daluria,1,2021-01-25T11:26:34Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@I don’t know anymore okay but is blackpink the only yg artist? jskfjkf lmao,UgzASpQyT3mx6LJbdWB4AaABAg,UCodVt0_Pb8S41kvy9m5SY7w,Keylashz Bantolinao,3,2021-01-26T07:47:50Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"@I don’t know anymore you do realize 1. that’s literally one song<br><br>And 2. Blackpink isn’t the only YG artists 💀💀<br><br>Check out 2NE1s Can’t Nobody, I prefer the English version over the Korean",UgzASpQyT3mx6LJbdWB4AaABAg,UCUlk8N0L7PEsCl5F3UsEh4w,Leelee Baby,1,2021-01-26T15:05:53Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@not me HAHAHHAHA,UgzASpQyT3mx6LJbdWB4AaABAg,UCrP2IYh6lXxulazzw2ny-aw,Tina Love,0,2021-01-26T23:07:36Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@Sneha Swati what about more &amp; more english version? tbh it&#39;s one of my favs,UgzASpQyT3mx6LJbdWB4AaABAg,UCrP2IYh6lXxulazzw2ny-aw,Tina Love,0,2021-01-26T23:09:11Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],i agree i couldn’t describe what was wrong but that’s it,UgzASpQyT3mx6LJbdWB4AaABAg,UCJEsPImO2kQRjaQNlOv4Grg,nagatoqi,2,2021-01-27T04:00:44Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@ToriCake bitch i’m a star but no patrick 🤣 ugh metaphor queen,UgzASpQyT3mx6LJbdWB4AaABAg,UC5s_jdfnL76gQVdZn7O_Zng,G,2,2021-01-27T22:35:21Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"Agree, it sounds forced",UgzASpQyT3mx6LJbdWB4AaABAg,UCwd54ihYVQXdlon1Y9-aWFQ,novelline00 novelline00,1,2021-01-28T00:02:18Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@LunAria LoonAtic the Korean language just hits different. Eng just sounds meh,UgzASpQyT3mx6LJbdWB4AaABAg,UCALTqcvXbOtWpDazo17yeIA,ilive4anime,0,2021-01-28T03:37:21Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Strong fact,UgzASpQyT3mx6LJbdWB4AaABAg,UCzr0KPEqGuPq6V-skowFy0g,Tiffany G,0,2021-01-30T12:32:10Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@Sneha Swati I actually totally forgot about NCT’s English versions of songs! Regular is good imo. Though idk if I would consider WayV Kpop per se,UgzASpQyT3mx6LJbdWB4AaABAg,UC8eERyyC7h6Lgmo8gecRdjQ,chuugummy,1,2021-01-30T22:00:06Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@chuugummy I mean with WayV there&#39;s a real fine line between Kpop and Cpop because WayV is from SM and it is a part of NCT with all of their tracks coming from SM producers. So you could consider them Kpop honestly. If think about it WayV is kind of like NCT&#39;s version of Exo M or Super Junior M,UgzASpQyT3mx6LJbdWB4AaABAg,UC3D2_EuhXHTVsgFmBqcplpw,Sneha Swati,1,2021-01-30T22:36:51Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],I think Star is a English song that actually sounds like it makes sense if that makes sense 🤧,UgzASpQyT3mx6LJbdWB4AaABAg,UCOUbKbVplu8E5chS_uwtXpw,hyumwi,1,2021-02-09T12:19:28Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],💔💞,UgzASpQyT3mx6LJbdWB4AaABAg,UChAcfa-Izilv2XtUnbHRB1A,رحمة No,0,2021-03-02T22:34:32Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Once upon a time an Ahgase Stayed as a Midzy<br>I LOVE YOUR NAME DONT CHANGE IT😂😂😂😂,UgzASpQyT3mx6LJbdWB4AaABAg,UCEwhIFKqeAL-Ls3IeyiMudA,Lalalalalalalalalala,0,2021-03-09T01:03:57Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"I think aslo is the accent makes difference, yes the girls did a really good job with the songs but obviously they have their Korean accent which sounds a little &quot;weird&quot; if someone who knows english fluently would be a little better. I&#39;m not hating their songs I personally really like their eng version of their songs and I&#39;m really happy that they practiced their english for the international fans",UgzASpQyT3mx6LJbdWB4AaABAg,UCPNuM6Yv7UbPJuQdfGtTCWQ,BloodyRose,0,2021-04-04T20:15:09Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@forlucky yg is on thin ice lmao,UgzASpQyT3mx6LJbdWB4AaABAg,UCWjJDImXJoj0cGBhnV9_uJA,penny lane,0,2021-04-10T16:15:09Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"Try (G)I-dle&#39;s english version of songs, not too &quot;formal&quot;",UgzASpQyT3mx6LJbdWB4AaABAg,UC5rmUSowgdccGuAC2AkVpaw,YanaCee,1,2021-04-12T14:41:44Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@Liviahel .,UgzASpQyT3mx6LJbdWB4AaABAg,UCzJXChhnognGhonZPG6RgpQ,bianca TV,0,2021-04-13T14:52:52Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"@ToriCake I&#39;m a big blink, but those added English lyrics in the Japanese versions are often embarrassing. It&#39;s not even close to the original lyrics! Lol",UgzASpQyT3mx6LJbdWB4AaABAg,UCq-pxUoiF_XRPmTWZHgO7Zw,FizzyFuzz,0,2021-05-06T01:23:41Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Gidle&#39;s latata is on another level. You should try listen to their eng version.,UgzASpQyT3mx6LJbdWB4AaABAg,UCMgTD1F5oxubiLzcY65VXMA,VizSova,0,2021-06-19T04:19:39Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Well they don’t natively speak English and they are a kpop group that make the English JUST FOR US so even if it sounds awkward at some points we should give them props for singing in an unfamiliar language just for the sake of fans ya know,UgzASpQyT3mx6LJbdWB4AaABAg,UChpwk1yIXvyWdsBp22XUahg,elofrommars,1,2021-07-05T04:42:02Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"Yeah I like the songs which when you sing, the others can&#39;t notice your slang words, cusses etc",UgzASpQyT3mx6LJbdWB4AaABAg,UC3OmwSYzFhl0LuZiVO0bJLg,"X-94 ""Lucifer""",0,2021-07-29T19:00:51Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@elofrommars yes🤗,UgzASpQyT3mx6LJbdWB4AaABAg,UC_FrU51QzW-9nhTnoJ-qdNg,Galaxy Dior,0,2021-08-02T06:31:05Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@I don’t know anymore that sounds weird tbh,UgzASpQyT3mx6LJbdWB4AaABAg,UCdmfO4wU0f2dNbNqeNocKNA,aryxa. // ceo of jailey supremacy 😍🛐,0,2021-09-04T05:01:01Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"뭔 헛소리? 최고의 영어전문가들이 번역, 감수한 것이다. stupid, best english speakers make translation of their songs.",UgzASpQyT3mx6LJbdWB4AaABAg,UCztq-Jh1XMkXsM_B_lfO8bA,tm tm,0,2021-11-01T20:42:15Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],Right! It just sounds so awkward. Whoever wrote the English version did them dirty.,UgzASpQyT3mx6LJbdWB4AaABAg,UCz51vzaHR6GkJSy9ZG3q9dg,gummie ʚɞ ‧₊˚,0,2021-11-04T21:21:11Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],I agree but they do have to make it English from Korean so it’s hard,UgzASpQyT3mx6LJbdWB4AaABAg,UCLE7gFs03wBc02a6vyb78yw,KitKatFPS :3,0,2021-12-21T12:43:27Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],@I don’t know anymore that was two lyrics you named… out of the many YGE groups have,UgzASpQyT3mx6LJbdWB4AaABAg,UCqzYI6vWFXeSxqDv1kbxwrw,It’s Mayyo,0,2022-01-06T06:29:37Z
ITZY - 'WANNABE' [ENGLISH VERSION] Lyrics [Color Coded_Eng],"StrayKids has some pretty good English versions. My favorite is their Domino (eng ver).<br>It’s translated really well, but that’s most likely beca two of their members are completely fluent in English. But you should check it out if you haven’t already.",UgzASpQyT3mx6LJbdWB4AaABAg,UCqzYI6vWFXeSxqDv1kbxwrw,It’s Mayyo,1,2022-01-11T22:51:09Z
